Date/Time;Depth water [m];Species;Group;Samp type;Size;Ind No [#];Samp m [mg];δ13C [‰ PDB]_new;δ15N [‰ air]_new;δ13C [‰ PDB]_wrong;δ15N [‰ air]_wrong;δ34S [‰ CDT];C/N;N [mg];C [mg];S [mg];Temp [°C];Sal
19.05.11;22;Praunus flexuosus;Crustacea;whole individual;25 mm;1;0.04920;-19.194;10.386;10.386;-19.194;14.519;4.544;0.007696;0.029977;0.000809;120;131
19.05.11;22;Praunus flexuosus;Crustacea;whole individual;26 mm;1;0.05000;-19.835;10.649;10.649;-19.835;15.937;4.658;0.006684;0.026686;0.000645;120;131
21.04.11;67;Praunus flexuosus;Crustacea;whole individual;<20 mm;2;0.05150;-17.521;11.520;11.520;-17.521;10.326;4.398;0.005930;0.022354;0.000570;71;165
08.03.11;50;Praunus flexuosus;Crustacea;whole individual;<19 mm;8;0.05180;-21.115;8.133;8.133;-21.115;11.506;5.197;0.003716;0.016552;0.000469;12;132
30.08.11;43;Praunus flexuosus;Crustacea;whole individual;28 mm;1;0.05220;-21.097;6.257;6.257;-21.097;11.958;10.566;0.005445;0.049311;0.000672;151;169
08.03.11;50;Praunus flexuosus;Crustacea;whole individual;<31 mm;8;0.05230;-21.159;8.145;8.145;-21.159;11.155;5.008;0.005080;0.021807;0.000605;12;132
21.04.11;67;Praunus flexuosus;Crustacea;whole individual;<20 mm;2;0.05250;-19.317;10.823;10.823;-19.317;13.603;4.418;0.006446;0.024414;0.000590;71;165
08.03.11;50;Praunus flexuosus;Crustacea;whole individual;<29 mm;8;0.05260;-21.141;7.609;7.609;-21.141;10.995;5.329;0.004034;0.018425;0.000537;12;132
15.09.11;19;Praunus flexuosus;Crustacea;whole individual;<20 mm;2;0.05290;-17.499;10.065;10.065;-17.499;10.628;4.195;0.007124;0.025618;0.000651;150;174
19.05.11;22;Praunus flexuosus;Crustacea;whole individual;25 mm;1;0.05380;-21.588;8.562;8.562;-21.588;9.455;4.182;0.004857;0.017411;0.000522;120;131
21.04.11;67;Praunus flexuosus;Crustacea;whole individual;30 mm;1;0.05400;-19.526;9.173;9.173;-19.526;13.319;4.516;0.006140;0.023766;0.000578;71;165
05.05.11;40;Praunus flexuosus;Crustacea;whole individual;<10 mm;4;0.05480;-19.964;10.353;10.353;-19.964;16.174;5.034;0.005013;0.021630;0.012905;99;171
09.06.11;26;Praunus flexuosus;Crustacea;whole individual;15 mm;1;0.05500;-28.981;3.627;3.627;-28.981;6.075;13.781;0.003486;0.041174;0.000329;156;155
19.05.11;22;Praunus flexuosus;Crustacea;whole individual;24 mm;1;0.05510;-19.592;9.813;9.813;-19.592;15.999;4.744;0.005915;0.024049;0.000538;120;131
07.07.11;23;Praunus flexuosus;Crustacea;whole individual;<20 mm;1;0.05600;-20.067;9.817;9.817;-20.067;14.983;4.599;0.005946;0.023441;0.000654;174;152
05.05.11;40;Praunus flexuosus;Crustacea;whole individual;<15 mm;4;0.05710;-18.638;11.280;11.280;-18.638;12.602;4.420;0.006808;0.025794;0.000550;99;171
19.05.11;22;Praunus flexuosus;Crustacea;whole individual;15 - 20 mm;2;0.05770;-21.011;11.458;11.458;-21.011;16.232;4.767;0.005698;0.023280;0.009611;120;131
07.04.11;44;Praunus flexuosus;Crustacea;whole individual;<30 mm;1;0.05800;-21.053;8.967;8.967;-21.053;13.660;5.500;0.004022;0.018963;0.000536;48;164
07.04.11;44;Praunus flexuosus;Crustacea;whole individual;<30 mm;1;0.05910;-19.204;10.274;10.274;-19.204;13.130;4.653;0.006931;0.027641;0.000505;48;164
21.04.11;67;Praunus flexuosus;Crustacea;whole individual;<20 mm;2;0.05940;-20.099;10.472;10.472;-20.099;14.441;4.503;0.006597;0.025463;0.000675;71;165
21.04.11;67;Praunus flexuosus;Crustacea;whole individual;<10 mm;2;0.06150;-19.632;10.720;10.720;-19.632;15.898;4.345;0.006177;0.023007;0.000645;71;165
19.05.11;22;Praunus flexuosus;Crustacea;whole individual;22 mm;1;0.06260;-19.972;10.091;10.091;-19.972;15.459;4.656;0.006610;0.026376;0.000709;120;131
30.08.11;43;Pseudocalanus sp.;Copepoda ;whole individual;;10;0.05420;-21.497;8.362;8.362;-21.497;17.089;4.821;0.004990;0.020621;0.000237;151;169
19.05.11;22;Pseudocalanus sp.;Copepoda ;whole individual;;5;0.06400;-24.400;8.266;8.266;-24.400;20.451;4.133;0.003383;0.011983;0.002075;120;131
22.03.11;65;Pseudocalanus sp.;Copepoda ;whole individual;;15;0.10620;-25.243;8.118;8.118;-25.243;20.291;5.033;0.002774;0.011968;0.001824;22;149
08.03.11;50;Pseudocalanus sp.;Copepoda ;whole individual;;8;0.12470;-25.259;9.324;9.324;-25.259;20.284;4.750;0.005156;0.020990;0.002433;12;132
08.03.11;50;Pseudocalanus sp.;Copepoda ;whole individual;;15;0.15180;-25.791;6.106;6.106;-25.791;16.722;5.878;0.001154;0.005813;0.000582;12;132
19.05.11;22;Pseudocalanus sp.;Copepoda ;whole individual;;5;0.15580;-24.629;7.573;7.573;-24.629;19.141;4.478;0.002141;0.008217;0.000904;120;131
08.03.11;50;Pseudocalanus sp.;Copepoda ;whole individual;;10;0.15760;-20.514;9.519;9.519;-20.514;5.968;5.035;0.006647;0.028687;0.000803;12;132
22.03.11;65;Sarsia sp.;Cnidaria ;whole individual;5 mm;1;0.14110;-25.826;9.709;9.709;-25.826;19.153;5.711;0.003351;0.016404;0.001424;22;149
19.05.11;22;Seston;POC;;;;0.28370;-25.385;5.451;-25.385;5.451;8.322;10.670;0.003468;0.031720;;120;131
19.05.11;22;Seston;POC;;;;0.15650;-26.569;4.266;-26.569;4.266;9.716;10.312;0.003573;0.031581;;120;131
07.07.11;23;Seston;POC;;;;0.20270;-21.654;4.393;-21.654;4.393;11.947;13.987;0.004490;0.053826;;174;152
07.07.11;23;Seston;POC;;;;0.24890;-25.110;5.833;-25.110;5.833;10.711;15.224;0.004594;0.059949;;174;152
08.03.11;50;Seston;POC;;;;0.25150;-25.896;5.889;-25.896;5.889;7.660;15.538;0.002773;0.036934;;12;132
22.03.11;65;Seston;POC;;;;0.25390;-25.960;5.817;-25.960;5.817;7.596;14.777;0.002354;0.029817;0.002736;22;149
07.04.11;44;Seston;POC;;;;0.25630;-26.239;7.709;-26.239;7.709;6.920;13.420;0.002565;0.029507;;48;164
22.03.11;65;Seston;POC;;;;0.25940;-25.026;6.550;-25.026;6.550;4.516;13.998;0.002341;0.028088;0.002331;22;149
08.03.11;50;Seston;POC;;;;0.26760;-25.929;5.117;-25.929;5.117;6.895;15.159;0.002398;0.031160;;12;132
07.04.11;44;Seston;POC;;;;0.29580;-25.317;5.160;-25.317;5.160;7.157;12.010;0.002906;0.029918;;48;164
21.04.11;67;Seston;POC;;;;0.17960;-26.985;5.978;-26.985;5.978;7.686;10.599;0.003344;0.030374;;71;165
21.04.11;67;Seston;POC;;;;0.22580;-25.342;7.050;-25.342;7.050;10.274;11.357;0.002978;0.028990;;71;165
05.05.11;40;Seston;POC;;;;0.25020;-26.239;6.805;-26.239;6.805;6.920;11.020;0.003312;0.031288;;99;171
05.05.11;40;Seston;POC;;;;0.25270;-24.863;5.365;-24.863;5.365;8.314;10.985;0.003407;0.032074;;99;171
09.06.11;26;Seston;POC;;;;0.25510;-25.985;6.331;-25.985;6.331;11.947;13.853;0.002602;0.030897;;156;155
09.06.11;26;Seston;POC;;;;0.25790;-27.435;7.463;-27.435;7.463;9.651;14.370;0.002800;0.034491;;156;155
23.06.11;24;Seston;POC;;;;0.26350;-24.933;5.113;-24.933;5.113;9.985;15.300;0.002770;0.036331;;151;162
23.06.11;24;Seston;POC;;;;0.28170;-26.651;6.367;-26.651;6.367;7.976;16.737;0.002932;0.042065;;151;162
21.07.11;26;Seston;POC;;;;0.23770;-21.078;5.573;-21.078;5.573;12.306;16.463;0.004515;0.063707;0.005278;177;138
21.07.11;26;Seston;POC;;;;0.20270;-22.491;4.033;-22.491;4.033;10.987;15.742;0.004531;0.061137;0.005412;177;138
04.08.11;18;Seston;POC;;;;0.23800;-20.484;2.696;-20.484;2.696;11.858;16.730;0.004426;0.063471;0.005033;187;137
04.08.11;18;Seston;POC;;;;0.25150;-21.647;2.269;-21.647;2.269;12.428;14.490;0.004612;0.057275;;187;137
18.08.11;24;Seston;POC;;;;0.25390;-20.973;7.845;-20.973;7.845;14.473;12.250;0.004889;0.051338;0.008041;170;148
18.08.11;24;Seston;POC;;;;0.25650;-22.138;5.114;-22.138;5.114;13.225;14.985;0.004465;0.057355;;170;148
30.08.11;43;Seston;POC;;;;0.26070;-18.097;6.581;-18.097;6.581;15.913;15.002;0.004979;0.064029;0.001230;151;169
30.08.11;43;Seston;POC;;;;0.27260;-19.085;6.249;-19.085;6.249;14.055;15.975;0.004812;0.065884;;151;169
15.09.11;19;Seston;POC;;;;0.25970;-17.613;4.972;-17.613;4.972;12.456;16.419;0.004876;0.068617;0.004603;150;174
15.09.11;19;Seston;POC;;;;0.22020;-18.713;5.915;-18.713;5.915;10.997;17.543;0.005046;0.075870;;150;174
29.09.11;52;Seston;POC;;;;0.22040;-19.287;5.657;-19.287;5.657;11.071;17.481;0.006606;0.098984;0.006692;150;181
29.09.11;52;Seston;POC;;;;0.24470;-19.254;6.694;-19.254;6.694;14.892;17.991;0.006436;0.099252;;150;181
15.09.11;19;Spinachia spinachia;Fish;muscle tissue;129 mm;1;0.06140;-16.465;11.723;11.723;-16.465;14.408;4.259;0.008262;0.030159;0.000831;150;174
07.07.11;23;Spinachia spinachia;Fish;muscle tissue;98 mm;1;0.06150;-19.676;8.977;8.977;-19.676;9.121;5.167;0.005160;0.022853;0.000924;174;152
29.09.11;52;Spinachia spinachia;Fish;muscle tissue;110 mm;1;0.06110;-18.006;12.003;12.003;-18.006;16.662;3.830;0.007900;0.025930;0.000847;150;181
29.09.11;52;Spinachia spinachia;Fish;muscle tissue;131 mm;1;0.05720;-17.517;12.562;12.562;-17.517;16.417;3.961;0.007871;0.026722;0.000862;150;181
29.09.11;52;Spinachia spinachia;Fish;muscle tissue;75 mm;1;0.05310;-16.898;12.131;12.131;-16.898;15.946;3.935;0.007984;0.026933;0.000940;150;181
22.03.11;65;Suberites ficus;Porifera ;whole individual;75 mm;1;0.05990;-24.441;6.222;6.222;-24.441;14.802;5.741;0.002224;0.010943;0.000494;22;149
22.03.11;65;Suberites ficus;Porifera ;whole individual;86 mm;1;0.06220;-24.900;6.641;6.641;-24.900;14.653;5.866;0.002160;0.010862;0.000426;22;149
07.07.11;23;Syngnathus rostellatus;Fish;"Embryos; whole individuals";<10 mm;8;0.05210;-22.527;10.805;10.805;-22.527;14.276;5.376;0.005909;0.027228;0.010553;174;152
05.05.11;40;Syngnathus rostellatus;Fish;muscle tissue;98 mm;1;0.05410;-20.426;10.371;10.371;-20.426;15.574;4.401;0.005079;0.019159;0.000314;99;171
30.08.11;43;Syngnathus rostellatus;Fish;muscle tissue;59 mm;1;0.05500;-21.467;10.846;10.846;-21.467;17.236;7.040;0.004735;0.028570;0.000491;151;169
19.05.11;22;Syngnathus rostellatus;Fish;muscle tissue;73 mm;1;0.05540;-20.343;10.558;10.558;-20.343;14.619;4.602;0.005066;0.019985;0.006849;120;131
07.07.11;23;Syngnathus rostellatus;Fish;muscle tissue;58 mm;1;0.05570;-20.087;11.011;11.011;-20.087;10.946;5.987;0.004703;0.024136;0.011351;174;152
09.06.11;26;Syngnathus rostellatus;Fish;muscle tissue;60 mm;1;0.05610;-17.797;9.159;9.159;-17.797;9.119;4.058;0.003774;0.013128;0.000345;156;155
19.05.11;22;Syngnathus rostellatus;Fish;muscle tissue;68 mm;1;0.06260;-19.524;10.521;10.521;-19.524;13.988;4.690;0.005410;0.021748;0.000370;120;131
07.07.11;23;Syngnathus typhle;Fish;muscle tissue;174 mm;1;0.04780;-20.590;10.595;10.595;-20.590;19.761;5.279;0.006803;0.030782;0.000785;174;152
07.07.11;23;Syngnathus typhle;Fish;muscle tissue;139 mm;1;0.05160;-21.328;10.350;10.350;-21.328;17.788;5.467;0.005120;0.023994;0.000688;174;152
05.05.11;40;Syngnathus typhle;Fish;muscle tissue;140 mm;1;0.05220;-21.658;9.537;9.537;-21.658;15.444;5.248;0.005229;0.023524;0.000488;99;171
07.07.11;23;Syngnathus typhle;Fish;muscle tissue;126 mm;1;0.05250;-17.790;10.957;10.957;-17.790;14.665;4.832;0.006640;0.027501;0.000849;174;152
15.09.11;19;Syngnathus typhle;Fish;muscle tissue;156 mm;1;0.05390;-21.580;10.808;10.808;-21.580;16.858;9.136;0.003676;0.028788;0.000382;150;174
09.06.11;26;Syngnathus typhle;Fish;muscle tissue;121 mm;1;0.05490;-24.860;10.235;10.235;-24.860;16.860;6.276;0.005247;0.028226;0.009496;156;155
19.05.11;22;Syngnathus typhle;Fish;muscle tissue;119 mm;1;0.05540;-19.299;13.681;13.681;-19.299;16.265;4.111;0.007229;0.025476;0.007752;120;131
07.07.11;23;Syngnathus typhle;Fish;"Embryos; whole individuals";<13 mm;12;0.05640;-23.005;11.834;11.834;-23.005;15.583;4.810;0.006247;0.025754;0.010906;174;152
19.05.11;22;Syngnathus typhle;Fish;muscle tissue;144 mm;1;0.05740;-22.815;11.289;11.289;-22.815;16.699;5.261;0.005239;0.023625;0.000434;120;131
05.05.11;40;Syngnathus typhle;Fish;muscle tissue;153 mm;1;0.05900;-21.776;9.392;9.392;-21.776;14.501;5.073;0.005870;0.025523;0.000501;99;171
05.05.11;40;Syngnathus typhle;Fish;muscle tissue;126 mm;1;0.06060;-22.127;10.123;10.123;-22.127;16.130;5.096;0.005871;0.025646;0.000494;99;171
19.05.11;22;Syngnathus typhle;Fish;muscle tissue;138 mm;1;0.06250;-19.414;10.830;10.830;-19.414;14.422;4.722;0.005956;0.024107;0.000384;120;131
19.05.11;22;Syngnathus typhle;Fish;muscle tissue;99 mm;1;0.07290;-22.898;11.618;11.618;-22.898;14.193;5.104;0.005146;0.022511;0.000415;120;131
29.09.11;52;Syngnathus typhle;Fish;muscle tissue;147 mm;1;0.06530;-20.842;12.707;12.707;-20.842;16.690;8.324;0.003624;0.025857;0.000416;150;181
19.05.11;22;Temora sp.;Copepoda;whole individual;;5;0.05000;-24.481;6.758;6.758;-24.481;20.245;4.294;0.003024;0.011130;0.001971;120;131
07.04.11;44;Temora sp.;Copepoda;whole individual;;5;0.10080;-25.238;8.582;8.582;-25.238;21.400;6.351;0.002262;0.012314;0.003159;48;164
21.04.11;67;Temora sp.;Copepoda;whole individual;;5;0.10130;-26.840;6.245;6.245;-26.840;21.180;5.119;0.001211;0.005314;0.002223;71;165
21.04.11;67;Temora sp.;Copepoda;whole individual;;5;0.11080;-24.921;5.576;5.576;-24.921;21.325;5.989;0.001455;0.007468;0.002932;71;165
07.04.11;44;Temora sp.;Copepoda;whole individual;;5;0.12260;-25.773;9.507;9.507;-25.773;17.464;6.074;0.001574;0.008196;0.000640;48;164
07.04.11;44;Temora sp.;Copepoda;whole individual;;5;0.13460;-25.009;8.211;8.211;-25.009;19.865;5.682;0.002050;0.009985;0.001262;48;164
09.06.11;26;Temora sp.;Copepoda;whole individual;;5;0.13540;-26.370;6.764;6.764;-26.370;21.525;5.584;0.002733;0.013081;0.004199;156;155
21.04.11;67;Temora sp.;Copepoda;whole individual;;5;0.15790;-26.299;4.746;4.746;-26.299;17.909;6.768;0.001065;0.006181;0.000198;71;165
19.05.11;22;Temora sp.;Copepoda;whole individual;;5;0.16840;-23.785;7.188;7.188;-23.785;19.142;4.395;0.002589;0.009754;0.001485;120;131
05.05.11;40;Temora sp.;Copepoda;whole individual;;5;0.19940;-24.692;6.550;6.550;-24.692;20.562;4.400;0.002811;0.010602;0.002355;99;171
30.08.11;43;Temora sp.;Copepoda;whole individual;;5;0.21040;-21.764;7.849;7.849;-21.764;16.635;5.354;0.003417;0.015682;0.000208;151;169
08.03.11;50;Temora sp.;Copepoda;whole individual;;4;0.23850;-25.009;8.678;8.678;-25.009;19.036;4.900;0.003825;0.016066;0.000966;12;132
18.08.11;24;Temora sp.;Copepoda;whole individual;;5;0.28800;-21.764;8.598;8.598;-21.764;19.455;5.128;0.004284;0.018833;0.004200;170;148
19.05.11;22;Temora sp.;Copepoda;whole individual;;5;0.29450;-24.621;6.769;6.769;-24.621;20.108;4.214;0.002485;0.008978;0.001640;120;131
08.03.11;50;Temora sp.;Copepoda;whole individual;;4;0.31700;-25.863;5.062;5.062;-25.863;17.614;6.763;0.000726;0.004210;0.000693;12;132
22.03.11;65;Temora sp.;Copepoda;whole individual;;11;0.43440;-25.540;9.335;9.335;-25.540;21.294;5.555;0.002731;0.013002;0.004016;22;149
15.09.11;19;Urticina felina;Cnidaria ;whole individual;<48 mm;2;0.05210;-15.894;7.895;7.895;-15.894;14.489;8.648;0.008400;0.062271;0.000758;150;174
23.06.11;24;Veliger larvae;Bivalvia;whole individual;;6;0.11780;-25.653;7.713;7.713;-25.653;18.974;11.021;0.006608;0.062419;0.002806;151;162
08.03.11;50;Zostera marina;Primary prodcucers;leaf;;;0.14230;-13.796;6.420;-13.796;6.420;4.431;24.140;0.002183;0.045171;0.000699;12;132
08.03.11;50;Zostera marina;Primary prodcucers;leaf;;;0.23880;-13.953;7.109;-13.953;7.109;7.524;18.928;0.003927;0.063704;0.001080;12;132
19.05.11;22;Zostera marina;Primary prodcucers;leaf;;;0.24790;-11.154;8.341;-11.154;8.341;4.400;25.245;0.004255;0.092071;0.000869;120;131
22.03.11;65;Zostera marina;Primary prodcucers;leaf;;;0.24860;-15.182;6.936;-15.182;6.936;5.367;19.623;0.005872;0.098772;0.001012;22;149
04.08.11;18;Zostera marina;Primary prodcucers;leaf;;;0.24860;-11.294;6.732;-11.294;6.732;2.978;31.023;0.003679;0.097825;0.001002;187;137
05.05.11;40;Zostera marina;Primary prodcucers;leaf;;;0.25010;-10.171;7.542;-10.171;7.542;8.715;18.156;0.006259;0.097410;0.000672;99;171
23.06.11;24;Zostera marina;Primary prodcucers;leaf;;;0.25450;-21.330;10.750;-21.330;10.750;7.788;24.156;0.004389;0.090881;0.008855;151;162
09.06.11;26;Zostera marina;Primary prodcucers;leaf;;;0.25460;-11.608;7.995;-11.608;7.995;1.003;27.564;0.004046;0.095600;0.007559;156;155
21.07.11;26;Zostera marina;Primary prodcucers;leaf;;;0.25480;-11.820;6.095;-11.820;6.095;6.025;25.964;0.004370;0.097249;;177;138
05.05.11;40;Zostera marina;Primary prodcucers;leaf;;;0.25520;-9.520;8.366;-9.520;8.366;8.421;14.481;0.001589;0.019722;0.000156;99;171
07.07.11;23;Zostera marina;Primary prodcucers;leaf;;;0.25580;-11.949;7.890;-11.949;7.890;1.691;23.527;0.004549;0.090164;0.000873;174;152
19.05.11;22;Zostera marina;Primary prodcucers;leaf;;;0.25590;-9.658;7.922;-9.658;7.922;2.805;22.249;0.004962;0.094633;0.000970;120;131
23.06.11;24;Zostera marina;Primary prodcucers;leaf;;;0.25880;-19.200;9.484;-19.200;9.484;5.760;32.265;0.003346;0.092542;0.000904;151;162
07.07.11;23;Zostera marina;Primary prodcucers;leaf;;;0.25940;-11.670;7.839;-11.670;7.839;0.332;21.102;0.003765;0.068108;0.007430;174;152
07.04.11;44;Zostera marina;Primary prodcucers;leaf;;;0.25980;-12.364;5.662;-12.364;5.662;2.328;19.127;0.005703;0.093502;;48;164
21.04.11;67;Zostera marina;Primary prodcucers;leaf;;;0.26400;-8.378;7.675;-8.378;7.675;8.421;14.364;0.008306;0.102267;0.001304;71;165
21.04.11;67;Zostera marina;Primary prodcucers;leaf;;;0.26430;-10.662;8.575;-10.662;8.575;6.529;18.537;0.005893;0.093631;;71;165
09.06.11;26;Zostera marina;Primary prodcucers;leaf;;;0.26660;-9.774;7.878;-9.774;7.878;4.894;26.654;0.004243;0.096940;;156;155
21.07.11;26;Zostera marina;Primary prodcucers;leaf;;;0.26740;-9.969;7.448;-9.969;7.448;3.897;30.848;0.003641;0.096270;0.001128;177;138
22.03.11;65;Zostera marina;Primary prodcucers;leaf;;;0.27880;-14.883;6.178;-14.883;6.178;7.814;21.336;0.005457;0.099791;;22;149
07.04.11;44;Zostera marina;Primary prodcucers;leaf;;;0.28080;-13.823;4.175;-13.823;4.175;4.874;19.852;0.005632;0.095836;;48;164
04.08.11;18;Zostera marina;Primary prodcucers;leaf;;;0.24340;-11.634;6.562;-11.634;6.562;-5.428;38.991;0.003099;0.103563;0.001026;187;137
18.08.11;24;Zostera marina;Primary prodcucers;leaf;;;0.24830;-12.818;7.120;-12.818;7.120;7.897;23.124;0.004733;0.093806;;170;148
18.08.11;24;Zostera marina;Primary prodcucers;leaf;;;0.24860;-17.720;8.530;-17.720;8.530;7.769;25.943;0.004236;0.094207;;170;148
30.08.11;43;Zostera marina;Primary prodcucers;leaf;;;0.24890;-12.944;7.883;-12.944;7.883;7.957;29.248;0.003876;0.097168;0.001063;151;169
30.08.11;43;Zostera marina;Primary prodcucers;leaf;;;0.24960;-18.530;6.095;-18.530;6.095;10.139;27.315;0.003992;0.093454;;151;169
15.09.11;19;Zostera marina;Primary prodcucers;leaf;;;0.25030;-16.439;7.343;-16.439;7.343;10.116;28.892;0.003956;0.097975;;150;174
15.09.11;19;Zostera marina;Primary prodcucers;leaf;;;0.25250;-15.992;7.904;-15.992;7.904;7.419;36.510;0.003558;0.111359;0.001144;150;174
29.09.11;52;Zostera marina;Primary prodcucers;leaf;;;0.25460;-18.180;8.201;-18.180;8.201;12.180;35.344;0.003315;0.100433;0.000955;150;181
29.09.11;52;Zostera marina;Primary prodcucers;leaf;;;0.25470;-15.850;7.534;-15.850;7.534;10.314;31.196;0.003303;0.088315;0.000819;150;181
09.06.11;26;Zostera marina;Primary prodcucers;rhizom;;;0.24910;-12.673;7.258;7.258;-12.673;-0.867;22.346;0.002096;0.040141;0.001841;156;155
05.05.11;40;Zostera marina;Primary prodcucers;rhizom;;;0.25480;-11.852;7.199;7.199;-11.852;7.055;18.484;0.006262;0.099206;0.000812;99;171
07.07.11;23;Zostera marina;Primary prodcucers;rhizom;;;0.25490;-12.049;7.126;7.126;-12.049;-1.208;36.263;0.002041;0.063435;0.009324;174;152
09.06.11;26;Zostera marina;Primary prodcucers;rhizom;;;0.25540;-9.985;8.282;8.282;-9.985;;66.598;0.001487;0.084886;0.006305;156;155
21.07.11;26;Zostera marina;Primary prodcucers;rhizom;;;0.25700;-10.802;6.561;6.561;-10.802;4.908;64.118;0.001893;0.104040;0.000717;177;138
09.06.11;26;Zostera marina;Primary prodcucers;rhizom;;;0.26180;-10.199;7.573;7.573;-10.199;3.875;49.756;0.002038;0.086923;0.007516;156;155
22.03.11;65;Zostera marina;Primary prodcucers;rhizom;;;0.26660;-12.224;7.420;7.420;-12.224;1.282;31.530;0.002789;0.075370;0.014497;22;149
09.06.11;26;Zostera marina;Primary prodcucers;rhizom;;;0.26780;-11.254;7.733;7.733;-11.254;2.106;25.573;0.002628;0.057607;0.014578;156;155
21.07.11;26;Zostera marina;Primary prodcucers;rhizom;;;0.27700;-10.992;6.043;6.043;-10.992;-2.553;27.673;0.002815;0.066780;0.002753;177;138
23.06.11;24;Zostera marina;Primary prodcucers;rhizom;;;0.27790;-10.663;6.786;6.786;-10.663;-5.308;34.746;0.002644;0.078737;0.002143;151;162
05.05.11;40;Zostera marina;Primary prodcucers;rhizom;;;0.25480;-10.793;7.585;7.585;-10.793;4.074;21.837;0.001466;0.027435;0.009289;99;171
04.08.11;18;Zostera marina;Primary prodcucers;rhizom;;;0.25490;-11.184;6.554;6.554;-11.184;-0.962;68.260;0.001671;0.097783;0.000999;187;137
04.08.11;18;Zostera marina;Primary prodcucers;rhizom;;;0.25510;-12.779;6.330;6.330;-12.779;-0.813;22.344;0.002468;0.047280;0.014352;187;137
18.08.11;24;Zostera marina;Primary prodcucers;rhizom;;;0.25530;-11.373;6.167;6.167;-11.373;-6.998;68.265;0.001793;0.104940;0.001227;170;148
30.08.11;43;Zostera marina;Primary prodcucers;rhizom;;;0.25560;-12.163;6.486;6.486;-12.163;-2.164;53.912;0.002055;0.094981;0.000926;151;169
30.08.11;43;Zostera marina;Primary prodcucers;rhizom;;;0.25590;-13.212;5.920;5.920;-13.212;-7.815;23.257;0.002941;0.058625;0.002590;151;169
15.09.11;19;Zostera marina;Primary prodcucers;rhizom;;;0.25650;-12.070;6.193;6.193;-12.070;;26.059;0.002984;0.066649;0.003147;150;174
15.09.11;19;Zostera marina;Primary prodcucers;rhizom;;;0.25790;-11.171;5.792;5.792;-11.171;-1.804;54.094;0.002048;0.094947;0.001370;150;174
29.09.11;52;Zostera marina;Primary prodcucers;rhizom;;;0.25910;-11.969;7.438;7.438;-11.969;;28.061;0.004480;0.107761;0.000936;150;181
04.08.11;18;Zostera marina;Primary prodcucers;seeds;;;0.25960;-12.051;6.824;6.824;-12.051;10.590;32.551;0.004534;0.126497;0.000659;187;137
07.07.11;23;Zostera marina;Primary prodcucers;seeds;;;0.25050;-13.659;7.108;7.108;-13.659;10.023;22.207;0.003975;0.075669;0.006903;174;152
